city,district_name,subdistrict_name,subdistrict_xiaoqu_num,subdistrict_url,review_date
zhanjiang,吴川市,吴川市,0,http://zhanjiang.lianjia.com/xiaoqu/wuchuanshi1/,2019-03-11
zhanjiang,坡头区,坡头区,39,http://zhanjiang.lianjia.com/xiaoqu/potouqu1/,2019-03-11
zhanjiang,坡头区,遂溪县,226,http://zhanjiang.lianjia.com/xiaoqu/suixixian1/,2019-03-11
zhanjiang,廉江市,廉江市,50,http://zhanjiang.lianjia.com/xiaoqu/lianjiangshi1/,2019-03-11
zhanjiang,廉江市,遂溪县,226,http://zhanjiang.lianjia.com/xiaoqu/suixixian1/,2019-03-11
zhanjiang,徐闻县,徐闻县,7,http://zhanjiang.lianjia.com/xiaoqu/xuwenxian1/,2019-03-11
zhanjiang,赤坎区,百园片区,176,http://zhanjiang.lianjia.com/xiaoqu/baiyuanpianqu/,2019-03-11
zhanjiang,赤坎区,北桥片区,34,http://zhanjiang.lianjia.com/xiaoqu/beiqiaopianqu/,2019-03-11
zhanjiang,赤坎区,赤坎开发区,29,http://zhanjiang.lianjia.com/xiaoqu/chikankaifaqu/,2019-03-11
zhanjiang,赤坎区,寸金片区,26,http://zhanjiang.lianjia.com/xiaoqu/cunjinpianqu/,2019-03-11
zhanjiang,赤坎区,金沙湾片区,43,http://zhanjiang.lianjia.com/xiaoqu/jinshawanpianqu/,2019-03-11
zhanjiang,赤坎区,京基片区,68,http://zhanjiang.lianjia.com/xiaoqu/jingjipianqu/,2019-03-11
zhanjiang,赤坎区,金城片区,38,http://zhanjiang.lianjia.com/xiaoqu/jinchengpianqu/,2019-03-11
zhanjiang,赤坎区,遂溪县,226,http://zhanjiang.lianjia.com/xiaoqu/suixixian1/,2019-03-11
zhanjiang,遂溪县,遂溪县,226,http://zhanjiang.lianjia.com/xiaoqu/suixixian1/,2019-03-11
zhanjiang,雷州市,雷州市,34,http://zhanjiang.lianjia.com/xiaoqu/leizhoushi1/,2019-03-11
zhanjiang,霞山区,赤坎开发区,29,http://zhanjiang.lianjia.com/xiaoqu/chikankaifaqu/,2019-03-11
zhanjiang,霞山区,城市美林片区,18,http://zhanjiang.lianjia.com/xiaoqu/chengshimeilinpianqu/,2019-03-11
zhanjiang,霞山区,城市假日片区,38,http://zhanjiang.lianjia.com/xiaoqu/chengshijiaripianqu/,2019-03-11
zhanjiang,霞山区,鼎盛片区,65,http://zhanjiang.lianjia.com/xiaoqu/dingshengpianqu/,2019-03-11
zhanjiang,霞山区,东风片区,60,http://zhanjiang.lianjia.com/xiaoqu/dongfengpianqu/,2019-03-11
zhanjiang,霞山区,国贸中心区,155,http://zhanjiang.lianjia.com/xiaoqu/guomaozhongxinqu/,2019-03-11
zhanjiang,霞山区,工农片区,84,http://zhanjiang.lianjia.com/xiaoqu/gongnongpianqu/,2019-03-11
zhanjiang,霞山区,海滨片区,95,http://zhanjiang.lianjia.com/xiaoqu/haibinpianqu/,2019-03-11
zhanjiang,霞山区,金沙湾片区,43,http://zhanjiang.lianjia.com/xiaoqu/jinshawanpianqu/,2019-03-11
zhanjiang,霞山区,南站片区,103,http://zhanjiang.lianjia.com/xiaoqu/nanzhanpianqu/,2019-03-11
zhanjiang,霞山区,七小片区,11,http://zhanjiang.lianjia.com/xiaoqu/qixiaopianqu/,2019-03-11
zhanjiang,霞山区,湿地公园片区,22,http://zhanjiang.lianjia.com/xiaoqu/shidigongyuanpianqu/,2019-03-11
zhanjiang,霞山区,十四小片区,23,http://zhanjiang.lianjia.com/xiaoqu/shisixiaopianqu/,2019-03-11
zhanjiang,霞山区,新澳城市花园片区,15,http://zhanjiang.lianjia.com/xiaoqu/xinaochengshihuayuanpianqu/,2019-03-11
zhanjiang,霞山区,新二中片区,0,http://zhanjiang.lianjia.com/xiaoqu/xinerzhongpianqu/,2019-03-11
zhanjiang,霞山区,义乌国际片区,3,http://zhanjiang.lianjia.com/xiaoqu/yiwuguojipianqu/,2019-03-11
zhanjiang,麻章区,寸金片区,26,http://zhanjiang.lianjia.com/xiaoqu/cunjinpianqu/,2019-03-11
zhanjiang,麻章区,麻章区,49,http://zhanjiang.lianjia.com/xiaoqu/mazhangqu1/,2019-03-11
