city,district_name,subdistrict_name,subdistrict_xiaoqu_num,subdistrict_url
gz,天河,岑村, 9 ,http://gz.lianjia.com/xiaoqu/cencun/
gz,天河,车陂, 32 ,http://gz.lianjia.com/xiaoqu/chebei/
gz,天河,长兴, 25 ,http://gz.lianjia.com/xiaoqu/changxing1/
gz,天河,东风东, 42 ,http://gz.lianjia.com/xiaoqu/dongfengdong/
gz,天河,大沙地, 50 ,http://gz.lianjia.com/xiaoqu/dashadi/
gz,天河,东圃, 108 ,http://gz.lianjia.com/xiaoqu/dongpu/
gz,天河,二沙岛, 9 ,http://gz.lianjia.com/xiaoqu/ershadao/
gz,天河,高唐, 2 ,http://gz.lianjia.com/xiaoqu/gaotang/
gz,天河,华景新城, 72 ,http://gz.lianjia.com/xiaoqu/huajingxincheng/
gz,天河,黄埔区府, 71 ,http://gz.lianjia.com/xiaoqu/huangpuqufu/
gz,天河,黄村, 17 ,http://gz.lianjia.com/xiaoqu/huangcun/
gz,天河,汇景新城, 20 ,http://gz.lianjia.com/xiaoqu/huijingxincheng/
gz,天河,环市东, 40 ,http://gz.lianjia.com/xiaoqu/huanshidong/
gz,天河,黄花岗, 31 ,http://gz.lianjia.com/xiaoqu/huanghuagang/
gz,天河,京溪, 30 ,http://gz.lianjia.com/xiaoqu/jingxi1/
gz,天河,金融城, 1 ,http://gz.lianjia.com/xiaoqu/jinrongcheng1/
gz,天河,科学城, 50 ,http://gz.lianjia.com/xiaoqu/kexuecheng/
gz,天河,林和, 52 ,http://gz.lianjia.com/xiaoqu/linhe/
gz,天河,龙洞, 18 ,http://gz.lianjia.com/xiaoqu/longdong/
gz,天河,龙口东, 28 ,http://gz.lianjia.com/xiaoqu/longkoudong/
gz,天河,龙口西, 27 ,http://gz.lianjia.com/xiaoqu/longkouxi/
gz,天河,梅花园, 25 ,http://gz.lianjia.com/xiaoqu/meihuayuan/
gz,天河,南湖, 50 ,http://gz.lianjia.com/xiaoqu/nanhu5/
gz,天河,石牌, 55 ,http://gz.lianjia.com/xiaoqu/shipai1/
gz,天河,水荫, 41 ,http://gz.lianjia.com/xiaoqu/shuiyin/
gz,天河,沙太北, 16 ,http://gz.lianjia.com/xiaoqu/shataibei/
gz,天河,沙太南, 52 ,http://gz.lianjia.com/xiaoqu/shatainan/
gz,天河,沙河, 1217 ,http://gz.lianjia.com/xiaoqu/tianhe/
gz,天河,天河公园, 81 ,http://gz.lianjia.com/xiaoqu/tianhegongyuan/
gz,天河,同和, 57 ,http://gz.lianjia.com/xiaoqu/tonghe1/
gz,天河,棠下, 47 ,http://gz.lianjia.com/xiaoqu/tangxia1/
gz,天河,淘金, 69 ,http://gz.lianjia.com/xiaoqu/taojin/
gz,天河,天河南, 54 ,http://gz.lianjia.com/xiaoqu/tianhenan/
gz,天河,体育中心, 45 ,http://gz.lianjia.com/xiaoqu/tiyuzhongxin/
gz,天河,天润路, 41 ,http://gz.lianjia.com/xiaoqu/tianrunlu/
gz,天河,天河客运站, 6 ,http://gz.lianjia.com/xiaoqu/tianhekeyunzhan/
gz,天河,五羊新城, 74 ,http://gz.lianjia.com/xiaoqu/wuyangxincheng/
gz,天河,五山, 43 ,http://gz.lianjia.com/xiaoqu/wushan/
gz,天河,杨箕, 46 ,http://gz.lianjia.com/xiaoqu/yangji/
gz,天河,鱼珠, 16 ,http://gz.lianjia.com/xiaoqu/yuzhu/
gz,天河,员村, 92 ,http://gz.lianjia.com/xiaoqu/yuancun/
gz,天河,粤垦, 45 ,http://gz.lianjia.com/xiaoqu/yueken/
gz,天河,燕塘, 31 ,http://gz.lianjia.com/xiaoqu/yantang/
gz,天河,珠江新城东, 56 ,http://gz.lianjia.com/xiaoqu/zhujiangxinchengdong/
gz,天河,珠江新城西, 32 ,http://gz.lianjia.com/xiaoqu/zhujiangxinchengxi/
gz,天河,珠江新城中, 20 ,http://gz.lianjia.com/xiaoqu/zhujiangxinchengzhong/
gz,越秀,北京路, 115 ,http://gz.lianjia.com/xiaoqu/beijinglu/
gz,越秀,东风西, 11 ,http://gz.lianjia.com/xiaoqu/dongfengxi/
gz,越秀,东风东, 42 ,http://gz.lianjia.com/xiaoqu/dongfengdong/
gz,越秀,东湖, 47 ,http://gz.lianjia.com/xiaoqu/donghu1/
gz,越秀,东川路, 113 ,http://gz.lianjia.com/xiaoqu/dongchuanlu/
gz,越秀,东山口, 113 ,http://gz.lianjia.com/xiaoqu/dongshankou/
gz,越秀,二沙岛, 9 ,http://gz.lianjia.com/xiaoqu/ershadao/
gz,越秀,桂花岗, 41 ,http://gz.lianjia.com/xiaoqu/guihuagang/
gz,越秀,环市东, 40 ,http://gz.lianjia.com/xiaoqu/huanshidong/
gz,越秀,海珠广场, 19 ,http://gz.lianjia.com/xiaoqu/haizhuguangchang/
gz,越秀,黄花岗, 31 ,http://gz.lianjia.com/xiaoqu/huanghuagang/
gz,越秀,机场路, 155 ,http://gz.lianjia.com/xiaoqu/jichanglu/
gz,越秀,解放北, 1 ,http://gz.lianjia.com/xiaoqu/jiefangbei/
gz,越秀,建设路, 84 ,http://gz.lianjia.com/xiaoqu/jianshelu1/
gz,越秀,解放南, 53 ,http://gz.lianjia.com/xiaoqu/jiefangnan/
gz,越秀,龙津, 99 ,http://gz.lianjia.com/xiaoqu/longjin/
gz,越秀,麓景, 44 ,http://gz.lianjia.com/xiaoqu/lujing/
gz,越秀,流花站前, 54 ,http://gz.lianjia.com/xiaoqu/liuhuazhanqian/
gz,越秀,农讲所, 74 ,http://gz.lianjia.com/xiaoqu/nongjiangsuo/
gz,越秀,盘福, 24 ,http://gz.lianjia.com/xiaoqu/panfu/
gz,越秀,人民路, 72 ,http://gz.lianjia.com/xiaoqu/renminlu/
gz,越秀,人民北, 5 ,http://gz.lianjia.com/xiaoqu/renminbei1/
gz,越秀,三元里, 47 ,http://gz.lianjia.com/xiaoqu/sanyuanli/
gz,越秀,水荫, 41 ,http://gz.lianjia.com/xiaoqu/shuiyin/
gz,越秀,沙河, 89 ,http://gz.lianjia.com/xiaoqu/shahe1/
gz,越秀,同德围, 112 ,http://gz.lianjia.com/xiaoqu/tongdewei/
gz,越秀,淘金, 69 ,http://gz.lianjia.com/xiaoqu/taojin/
gz,越秀,五羊新城, 74 ,http://gz.lianjia.com/xiaoqu/wuyangxincheng/
gz,越秀,小北, 81 ,http://gz.lianjia.com/xiaoqu/xiaobei/
gz,越秀,西门口, 81 ,http://gz.lianjia.com/xiaoqu/ximenkou/
gz,越秀,西华路, 74 ,http://gz.lianjia.com/xiaoqu/xihualu/
gz,越秀,杨箕, 46 ,http://gz.lianjia.com/xiaoqu/yangji/
gz,越秀,越秀南, 58 ,http://gz.lianjia.com/xiaoqu/yuexiunan/
gz,越秀,珠江新城西, 32 ,http://gz.lianjia.com/xiaoqu/zhujiangxinchengxi/
gz,荔湾,陈家祠, 19 ,http://gz.lianjia.com/xiaoqu/chenjiaci/
gz,荔湾,茶滘, 926 ,http://gz.lianjia.com/xiaoqu/liwan/
gz,荔湾,大坦沙, 18 ,http://gz.lianjia.com/xiaoqu/datansha/
gz,荔湾,东风西, 11 ,http://gz.lianjia.com/xiaoqu/dongfengxi/
gz,荔湾,东塱, 7 ,http://gz.lianjia.com/xiaoqu/donglang/
gz,荔湾,汾水, 9 ,http://gz.lianjia.com/xiaoqu/fenshui/
gz,荔湾,芳村, 71 ,http://gz.lianjia.com/xiaoqu/fangcun/
gz,荔湾,广钢新城, 17 ,http://gz.lianjia.com/xiaoqu/guanggangxincheng/
gz,荔湾,黄沙, 43 ,http://gz.lianjia.com/xiaoqu/huangsha/
gz,荔湾,和平西, 41 ,http://gz.lianjia.com/xiaoqu/hepingxi/
gz,荔湾,鹤洞, 46 ,http://gz.lianjia.com/xiaoqu/hedong1/
gz,荔湾,花地湾, 29 ,http://gz.lianjia.com/xiaoqu/huadiwan/
gz,荔湾,菊树, 5 ,http://gz.lianjia.com/xiaoqu/jushu/
gz,荔湾,滘口, 60 ,http://gz.lianjia.com/xiaoqu/jiaokou1/
gz,荔湾,坑口, 21 ,http://gz.lianjia.com/xiaoqu/kengkou/
gz,荔湾,龙津, 99 ,http://gz.lianjia.com/xiaoqu/longjin/
gz,荔湾,龙溪, 12 ,http://gz.lianjia.com/xiaoqu/longxi1/
gz,荔湾,流花站前, 54 ,http://gz.lianjia.com/xiaoqu/liuhuazhanqian/
gz,荔湾,南岸路, 35 ,http://gz.lianjia.com/xiaoqu/nananlu/
gz,荔湾,人民路, 72 ,http://gz.lianjia.com/xiaoqu/renminlu/
gz,荔湾,人民北, 5 ,http://gz.lianjia.com/xiaoqu/renminbei1/
gz,荔湾,三元里, 47 ,http://gz.lianjia.com/xiaoqu/sanyuanli/
gz,荔湾,沙面, 1 ,http://gz.lianjia.com/xiaoqu/shamian/
gz,荔湾,西关, 84 ,http://gz.lianjia.com/xiaoqu/xiguan/
gz,荔湾,西村, 42 ,http://gz.lianjia.com/xiaoqu/xicun/
gz,荔湾,西场, 8 ,http://gz.lianjia.com/xiaoqu/xichang/
gz,荔湾,西门口, 81 ,http://gz.lianjia.com/xiaoqu/ximenkou/
gz,荔湾,西朗, 6 ,http://gz.lianjia.com/xiaoqu/xilang/
gz,荔湾,西华路, 74 ,http://gz.lianjia.com/xiaoqu/xihualu/
gz,荔湾,中山八, 20 ,http://gz.lianjia.com/xiaoqu/zhongshanba1/
gz,荔湾,周门, 29 ,http://gz.lianjia.com/xiaoqu/zhoumen/
gz,海珠,宝岗, 75 ,http://gz.lianjia.com/xiaoqu/baogang/
gz,海珠,滨江中, 43 ,http://gz.lianjia.com/xiaoqu/binjiangzhong/
gz,海珠,滨江西, 14 ,http://gz.lianjia.com/xiaoqu/binjiangxi/
