1,城市pizza,24875843,城市超市餐厅(近铁城市广场店),四星商户,http://www.dianping.com/shop/24875843#comment,
1,城市pizza,66864968,Urban Grill城市烧烤地中海餐厅,五星商户,http://www.dianping.com/shop/66864968#comment,
1,城市pizza,2886310,IRISH PUB NO.9,准四星商户,http://www.dianping.com/shop/2886310#comment,
2,城市pizza,127102339,Motta Pizza魔塔比萨(Hello Mart城市市集店),四星商户,http://www.dianping.com/shop/127102339#comment,
3,城市pizza,114490410,最光阴城市书房(湘湖店),三星商户,http://www.dianping.com/shop/114490410#comment,
4,城市pizza,48290278,城市披萨,准四星商户,http://www.dianping.com/shop/48290278#comment,
5,城市pizza,22905799,城市之光榴莲甜品店(义乌店),四星商户,http://www.dianping.com/shop/22905799#comment,
7,城市pizza,77454894,皇家城市面包坊(国惠康店),准四星商户,http://www.dianping.com/shop/77454894#comment,
7,城市pizza,4109740,御蝶坊生日蛋糕(留仙居店),准四星商户,http://www.dianping.com/shop/4109740#comment,
7,城市pizza,37932423,城市餐桌,四星商户,http://www.dianping.com/shop/37932423#comment,
8,城市pizza,69734958,吖咪城市会客厅,准四星商户,http://www.dianping.com/shop/69734958#comment,
8,城市pizza,58663238,城市名人·米兰阳光西餐厅(金融街店),准四星商户,http://www.dianping.com/shop/58663238#comment,
8,城市pizza,17163937,iGarden城市馆.24味有机餐厅,三星商户,http://www.dianping.com/shop/17163937#comment,
9,城市pizza,6209296,隐这里城市客厅,准五星商户,http://www.dianping.com/shop/6209296#comment,
11,城市pizza,66390051,费雷拉·城市客厅Ferrara Lounge,准五星商户,http://www.dianping.com/shop/66390051#comment,
13,城市pizza,107978810,urban corner城市一角,准四星商户,http://www.dianping.com/shop/107978810#comment,
14,城市pizza,24923469,格林NO.1pizza(城市广场店),该商户暂无星级,http://www.dianping.com/shop/24923469#comment,歇业/关闭
18,城市pizza,14897407,City1+1 城市比萨(大润发沈阳苏家屯店),四星商户,http://www.dianping.com/shop/14897407#comment,
18,城市pizza,22047232,City 1+1城市比萨(和平大润发店),准五星商户,http://www.dianping.com/shop/22047232#comment,
18,城市pizza,97711927,City 1+1城市比萨(大润发店),四星商户,http://www.dianping.com/shop/97711927#comment,
19,城市pizza,128480923,时光湾披萨城市之光,该商户暂无星级,http://www.dianping.com/shop/128480923/review,
23,城市pizza,98218709,茶之然城市茶客厅,四星商户,http://www.dianping.com/shop/98218709#comment,
49,城市pizza,90091241,city1+1城市比萨(赤峰万达店),准四星商户,http://www.dianping.com/shop/90091241#comment,
50,城市pizza,6228199,City1+1城市比萨(大润发通辽和平店),四星商户,http://www.dianping.com/shop/6228199#comment,
50,城市pizza,67082043,City1+1城市比萨(万达广场店),四星商户,http://www.dianping.com/shop/67082043#comment,
50,城市pizza,57596652,City1+1城市比萨(欧亚通辽店),四星商户,http://www.dianping.com/shop/57596652#comment,
50,城市pizza,95363646,新城市比萨店,该商户暂无星级,http://www.dianping.com/shop/95363646/review,
58,城市pizza,8716122,City1+1城市比萨(海城大润发店),四星商户,http://www.dianping.com/shop/8716122#comment,
58,城市pizza,95330107,城市花园披萨(腾鳌店),该商户暂无星级,http://www.dianping.com/shop/95330107/review,
64,城市pizza,17928479,City 1+1城市比萨(阜新大润发店),四星商户,http://www.dianping.com/shop/17928479#comment,
64,城市pizza,22493156,城市披萨,该商户暂无星级,http://www.dianping.com/shop/22493156/review,
65,城市pizza,93327147,city1+1城市比萨(万达店),准四星商户,http://www.dianping.com/shop/93327147#comment,
65,城市pizza,16790266,City 1+1城市比萨(辽阳大润发店),准四星商户,http://www.dianping.com/shop/16790266#comment,
67,城市pizza,11553897,City 1+1城市比萨(开原大润发店),四星商户,http://www.dianping.com/shop/11553897#comment,歇业/关闭
68,城市pizza,120164097,城市比萨,准四星商户,http://www.dianping.com/shop/120164097#comment,
68,城市pizza,108091857,城市披萨,准四星商户,http://www.dianping.com/shop/108091857#comment,
69,城市pizza,92965239,城市比萨,准四星商户,http://www.dianping.com/shop/92965239#comment,
69,城市pizza,83578035,城市披萨,该商户暂无星级,http://www.dianping.com/shop/83578035/review,
70,城市pizza,98561118,City1+1城市比萨(钻石活力汇店),五星商户,http://www.dianping.com/shop/98561118#comment,
70,城市pizza,21620841,City1+1城市比萨(迅驰广场店),五星商户,http://www.dianping.com/shop/21620841#comment,
70,城市pizza,21146213,City1+1城市比萨(欧亚长新店),准五星商户,http://www.dianping.com/shop/21146213#comment,
70,城市pizza,95081372,City1+1城市比萨(欧亚柳影路店),四星商户,http://www.dianping.com/shop/95081372#comment,
70,城市pizza,126572355,City1+1城市比萨(欧亚净月绿柳路店),四星商户,http://www.dianping.com/shop/126572355#comment,
70,城市pizza,98561059,City1+1城市比萨(欧亚汇集店),五星商户,http://www.dianping.com/shop/98561059#comment,
70,城市pizza,4171140,City1+1城市比萨(中东大市场店),五星商户,http://www.dianping.com/shop/4171140#comment,
70,城市pizza,8720165,City1+1城市比萨(欧亚卖场4楼店),四星商户,http://www.dianping.com/shop/8720165#comment,
70,城市pizza,126292242,City1+1城市比萨(欧亚支农店),四星商户,http://www.dianping.com/shop/126292242#comment,
70,城市pizza,5435408,City1+1城市比萨(欧亚前进店),四星商户,http://www.dianping.com/shop/5435408#comment,
70,城市pizza,20767376,City1+1城市比萨(桂林路店),五星商户,http://www.dianping.com/shop/20767376#comment,
70,城市pizza,2922283,City1+1城市比萨(欧亚商都店),五星商户,http://www.dianping.com/shop/2922283#comment,
70,城市pizza,8702731,City1+1城市比萨(欧亚卖场1楼店),五星商户,http://www.dianping.com/shop/8702731#comment,
70,城市pizza,96652430,City1+1城市比萨(欧亚中海蘭庭店),准四星商户,http://www.dianping.com/shop/96652430#comment,
70,城市pizza,92552457,City1+1城市比萨(欧亚新生活购物广场店),五星商户,http://www.dianping.com/shop/92552457#comment,
70,城市pizza,95240916,City1+1城市比萨(活力城重庆路店),准五星商户,http://www.dianping.com/shop/95240916#comment,
70,城市pizza,8702787,City1+1城市比萨(欧亚东盛店),五星商户,http://www.dianping.com/shop/8702787#comment,
70,城市pizza,3033586,City1+1城市比萨(新天地店),五星商户,http://www.dianping.com/shop/3033586#comment,
70,城市pizza,8702772,City1+1城市比萨(亚泰富民店),四星商户,http://www.dianping.com/shop/8702772#comment,
