1,卡乐星,3088690,卡乐星(来福士店),四星商户,http://www.dianping.com/shop/3088690#comment,
1,卡乐星,4171230,卡乐星(美罗城店),四星商户,http://www.dianping.com/shop/4171230#comment,
1,卡乐星,96585846,卡乐星(淮海路店),四星商户,http://www.dianping.com/shop/96585846#comment,
1,卡乐星,58051238,卡乐星(合生汇店),四星商户,http://www.dianping.com/shop/58051238#comment,
1,卡乐星,67574131,卡乐星(浦东嘉里城店),四星商户,http://www.dianping.com/shop/67574131#comment,
1,卡乐星,22582580,卡乐星(上海太平洋百货店),四星商户,http://www.dianping.com/shop/22582580#comment,
1,卡乐星,21803300,卡乐星(协信星光广场店),四星商户,http://www.dianping.com/shop/21803300#comment,
1,卡乐星,90286888,卡乐星(上海中心餐厅店),四星商户,http://www.dianping.com/shop/90286888#comment,
1,卡乐星,113931635,卡乐星(家乐福古北店),四星商户,http://www.dianping.com/shop/113931635#comment,
1,卡乐星,77234141,卡乐星(七宝万科广场店),四星商户,http://www.dianping.com/shop/77234141#comment,
1,卡乐星,69686443,卡乐星(国展中心餐厅),准四星商户,http://www.dianping.com/shop/69686443#comment,
1,卡乐星,95544871,卡乐星(创智天地店),四星商户,http://www.dianping.com/shop/95544871#comment,
8,卡乐星,98730507,卡乐星轻食主义(银泰城店),三星商户,http://www.dianping.com/shop/98730507/review,
11,卡乐星,92899232,卡乐星(东鼓道店),准五星商户,http://www.dianping.com/shop/92899232#comment,
110,卡乐星,80419541,卡乐星(绿地中心缤纷城店),准四星商户,http://www.dianping.com/shop/80419541#comment,
