59427464,莱仕雅西餐厅,准四星商户,http://www.dianping.com/shop/59427464#comment,
98294601,花溪咖啡,四星商户,http://www.dianping.com/shop/98294601#comment,
121523610,优力克汉堡,该商户暂无星级,http://www.dianping.com/shop/121523610/review,
105393325,遇见•繁花里音乐餐厅,准四星商户,http://www.dianping.com/shop/105393325#comment,
57909652,亲爱的西餐厅,准四星商户,http://www.dianping.com/shop/57909652#comment,
124883331,soso salads,准四星商户,http://www.dianping.com/shop/124883331#comment,
38131858,华莱士(广华店),准四星商户,http://www.dianping.com/shop/38131858#comment,
62504956,富奥斯,该商户暂无星级,http://www.dianping.com/shop/62504956/review,
32872988,秀玉阁,三星商户,http://www.dianping.com/shop/32872988#comment,
13890533,华尔街咖啡西餐厅,三星商户,http://www.dianping.com/shop/13890533#comment,
21106608,派乐汉堡(广华店),准四星商户,http://www.dianping.com/shop/21106608#comment,
67401168,麦丁披萨,三星商户,http://www.dianping.com/shop/67401168#comment,
93293909,七点半,准四星商户,http://www.dianping.com/shop/93293909#comment,
57691258,唯陌音乐餐厅,三星商户,http://www.dianping.com/shop/57691258#comment,
92038049,瑶妹妹鲜花坊,该商户暂无星级,http://www.dianping.com/shop/92038049/review,
17941220,雕琢时光(东风路店),准四星商户,http://www.dianping.com/shop/17941220#comment,
83473522,米罗阳光,准四星商户,http://www.dianping.com/shop/83473522#comment,
23278612,卡萨布兰卡(梅苑店),准四星商户,http://www.dianping.com/shop/23278612#comment,
105393325,遇见•繁花里音乐餐厅,准四星商户,http://www.dianping.com/shop/105393325#comment,
24512421,派乐汉堡(潜江店),准四星商户,http://www.dianping.com/shop/24512421#comment,
79677767,流金岁月西餐厅,准四星商户,http://www.dianping.com/shop/79677767#comment,
98135609,七点半(五七店),该商户暂无星级,http://www.dianping.com/shop/98135609/review,
9839235,雕琢时光(向阳店),准四星商户,http://www.dianping.com/shop/9839235#comment,
105762846,派乐汉堡,该商户暂无星级,http://www.dianping.com/shop/105762846/review,
95266536,意式披萨,该商户暂无星级,http://www.dianping.com/shop/95266536/review,
98517480,汉堡大师,该商户暂无星级,http://www.dianping.com/shop/98517480#comment,
111512911,绿茵阁西餐厅(中心城店),三星商户,http://www.dianping.com/shop/111512911#comment,
98147631,必胜客(中心城店),四星商户,http://www.dianping.com/shop/98147631#comment,
21221914,蓝岛西餐厅,准四星商户,http://www.dianping.com/shop/21221914#comment,
80368284,豪食惠自助比萨,该商户暂无星级,http://www.dianping.com/shop/80368284/review,
93572774,念念不忘三明治,准四星商户,http://www.dianping.com/shop/93572774#comment,歇业/关闭
97938510,时光乐殿西餐厅,准四星商户,http://www.dianping.com/shop/97938510#comment,
19328881,芒果西餐厅,准四星商户,http://www.dianping.com/shop/19328881#comment,
27471866,银座咖啡厅,准四星商户,http://www.dianping.com/shop/27471866#comment,
100040569,左邻优社邻里西餐,三星商户,http://www.dianping.com/shop/100040569#comment,
113900336,芝意披萨,准四星商户,http://www.dianping.com/shop/113900336#comment,
128316793,不期而遇,该商户暂无星级,http://www.dianping.com/shop/128316793/review,
27469234,禾苗披萨屋,准四星商户,http://www.dianping.com/shop/27469234#comment,
