107786447,豪客嘉族(钟祥雅斯店),准四星商户,http://www.dianping.com/shop/107786447#comment,
66349511,华莱士(钟祥石城店),四星商户,http://www.dianping.com/shop/66349511#comment,
23181546,流金岁月西餐厅(阳春店),准四星商户,http://www.dianping.com/shop/23181546#comment,
4683288,流金岁月时尚西餐厅(石城店),准四星商户,http://www.dianping.com/shop/4683288#comment,
83585304,欧冠意大利披萨,准四星商户,http://www.dianping.com/shop/83585304#comment,
122122262,米高林铁板厨房,该商户暂无星级,http://www.dianping.com/shop/122122262/review,
90052334,快乐星汉堡(新堤店),该商户暂无星级,http://www.dianping.com/shop/90052334/review,
112298037,壹加柒汉堡,该商户暂无星级,http://www.dianping.com/shop/112298037/review,
72342697,汉堡店(五中店),该商户暂无星级,http://www.dianping.com/shop/72342697/review,
108224429,七七沙拉,该商户暂无星级,http://www.dianping.com/shop/108224429/review,
43984340,豪客仕家牛排,准四星商户,http://www.dianping.com/shop/43984340#comment,
106137301,豪客嘉族,三星商户,http://www.dianping.com/shop/106137301#comment,
122962530,掌上披萨,四星商户,http://www.dianping.com/shop/122962530#comment,
101970014,美味意大利披萨(石城店),三星商户,http://www.dianping.com/shop/101970014#comment,
98723843,豪客仕家,三星商户,http://www.dianping.com/shop/98723843#comment,
58642982,牛排大王,该商户暂无星级,http://www.dianping.com/shop/58642982/review,
101463326,鸡肉卷手抓饼鸡米花汉堡,该商户暂无星级,http://www.dianping.com/shop/101463326/review,
123218885,1831土豆uncle,该商户暂无星级,http://www.dianping.com/shop/123218885/review,
95261907,壹+壹鸡排汉堡,该商户暂无星级,http://www.dianping.com/shop/95261907/review,
22007116,肯德基(阳春街店),准四星商户,http://www.dianping.com/shop/22007116#comment,
98387966,华莱士(世贸天阶店),准四星商户,http://www.dianping.com/shop/98387966#comment,歇业/关闭
21605583,麦香基,准四星商户,http://www.dianping.com/shop/21605583#comment,
96009481,半秋山西餐厅(钟祥中百店),准四星商户,http://www.dianping.com/shop/96009481#comment,
20726812,凯旋门西餐厅,准四星商户,http://www.dianping.com/shop/20726812#comment,
17842733,西比得意式餐厅,准四星商户,http://www.dianping.com/shop/17842733#comment,
102088956,玛可瑞塔披萨(中百店),准四星商户,http://www.dianping.com/shop/102088956#comment,
112485879,莎啦啦,准四星商户,http://www.dianping.com/shop/112485879#comment,
107188056,派乐汉堡,该商户暂无星级,http://www.dianping.com/shop/107188056/review,
68954098,嗨咪尼(最高鸡密王府店),该商户暂无星级,http://www.dianping.com/shop/68954098/review,
96006503,甜甜屋(披萨店),该商户暂无星级,http://www.dianping.com/shop/96006503/review,
125768087,炸鸡大王,该商户暂无星级,http://www.dianping.com/shop/125768087/review,
69269601,最高鸡密炸鸡汉堡店,准四星商户,http://www.dianping.com/shop/69269601#comment,
91898540,牛扒杯,该商户暂无星级,http://www.dianping.com/shop/91898540/review,
102195786,陈记蛋肉堡,该商户暂无星级,http://www.dianping.com/shop/102195786/review,
99255212,段记酱香牛排,该商户暂无星级,http://www.dianping.com/shop/99255212/review,
90081379,哆哆基,该商户暂无星级,http://www.dianping.com/shop/90081379/review,
124235852,静姐烤肉拌饭,该商户暂无星级,http://www.dianping.com/shop/124235852/review,
112196110,木与同三明治,该商户暂无星级,http://www.dianping.com/shop/112196110/review,
